source,price,total_area_m2,covered_area_m2,rooms,bedrooms,bathrooms,property_type,neighborhood,lat,lon,bedrooms_missing,bathrooms_missing,rooms_missing
A,499.0,35.0,35.0,1.0,1.0,1.0,departamento,almagro,-34.63301955231258,-58.44232407750626,0,0,0
A,392.0,23.0,23.0,1.0,1.0,1.0,departamento,san telmo,-34.62291234678575,-58.37644699314881,0,0,0
A,381.0,35.0,35.0,2.0,1.0,1.0,ph,almagro,-34.61372058049318,-58.43644801743167,0,0,0
A,655.0,58.0,58.0,3.0,2.0,2.0,departamento,colegiales,-34.5737520293815,-58.46269266179073,0,0,0
A,681.0,49.0,49.0,2.0,1.0,1.0,departamento,flores,-34.63336820634526,-58.46071758729359,0,0,0
A,330.0,20.0,20.0,1.0,1.0,1.0,departamento,colegiales,-34.5800030624982,-58.4265436565954,0,0,0
A,632.0,47.0,47.0,3.0,2.0,1.0,departamento,almagro,-34.595204976230015,-58.42906576174415,0,0,0
A,757.0,43.0,43.0,3.0,2.0,2.0,departamento,san telmo,-34.62822251011764,-58.343961489392704,0,0,0
A,525.0,29.0,29.0,1.0,1.0,1.0,departamento,belgrano,-34.555011109865404,-58.45398994236702,0,0,0
A,832.0,37.0,37.0,1.0,1.0,1.0,departamento,villa urquiza,-34.57281033992698,-58.49710054335246,0,1,0
A,396.0,20.0,20.0,1.0,1.0,1.0,departamento,villa urquiza,-34.59239601894324,-58.49847401672301,0,0,0
A,624.0,40.0,40.0,2.0,1.0,1.0,departamento,colegiales,-34.58037581253514,-58.43819682012263,0,0,0
A,994.0,62.0,62.0,2.0,1.0,1.0,departamento,caballito,-34.618711567060565,-58.42899401203216,0,1,0
A,974.0,45.0,45.0,2.0,1.0,1.0,departamento,belgrano,-34.590491777260496,-58.450160776755496,1,0,0
A,521.0,44.0,44.0,2.0,1.0,1.0,departamento,colegiales,-34.56134682014032,-58.456313948242574,0,0,0
A,718.0,38.0,38.0,1.0,1.0,1.0,departamento,caballito,-34.613161600366645,-58.44164470578496,0,0,0
A,859.0,54.0,54.0,3.0,2.0,2.0,departamento,palermo,-34.578175793979355,-58.41317769489862,0,0,0
A,409.0,27.0,27.0,1.0,1.0,1.0,departamento,colegiales,-34.56845996836638,-58.46499028404662,0,0,0
A,754.0,35.0,35.0,2.0,1.0,1.0,ph,belgrano,-34.570932300655535,-58.4641792644772,0,0,0
A,419.0,36.0,36.0,1.0,1.0,1.0,departamento,boedo,-34.631090791215264,-58.41791551869286,0,0,0
A,558.0,37.0,37.0,1.0,1.0,1.0,departamento,villa urquiza,-34.58763524227362,-58.49763045937269,0,0,0
A,949.0,76.0,76.0,3.0,2.0,1.0,ph,villa urquiza,-34.57515538531414,-58.48786503256949,0,0,0
A,589.0,43.0,43.0,2.0,1.0,1.0,ph,villa urquiza,-34.55885380909003,-58.46474705909792,0,0,0
A,260.0,31.0,31.0,2.0,1.0,1.0,departamento,flores,-34.619502654317785,-58.45423390476887,0,0,0
A,772.0,40.0,40.0,1.0,1.0,1.0,departamento,recoleta,-34.59795039517892,-58.39915853744769,0,0,0
A,567.0,35.0,35.0,2.0,1.0,1.0,departamento,almagro,-34.61461629949768,-58.41456338120486,0,0,0
A,285.0,20.0,20.0,1.0,1.0,1.0,departamento,caballito,-34.61884518445318,-58.44368747806409,0,0,0
A,392.0,31.0,31.0,2.0,1.0,1.0,departamento,villa crespo,-34.61019191567089,-58.430910629896886,0,0,0
A,400.0,29.0,29.0,2.0,1.0,1.0,departamento,villa crespo,-34.613395451419684,-58.44876130293409,0,0,0
A,803.0,52.0,52.0,3.0,2.0,2.0,departamento,villa urquiza,-34.57497473399783,-58.484721324067365,0,0,0
A,672.0,45.0,45.0,2.0,1.0,1.0,departamento,san telmo,-34.64205757462446,-58.35987917175288,0,0,0
A,894.0,68.0,68.0,4.0,3.0,2.0,departamento,caballito,-34.60983562740982,-58.42647151187465,0,0,0
A,896.0,39.0,39.0,2.0,1.0,1.0,ph,palermo,-34.551715524472755,-58.418745410505736,0,0,0
A,509.0,36.0,36.0,1.0,1.0,1.0,departamento,villa urquiza,-34.58853669091082,-58.49516840104442,0,0,0
A,668.0,94.0,94.0,5.0,4.0,3.0,departamento,flores,-34.63628089512732,-58.44085639438927,0,0,0
A,744.0,56.0,56.0,3.0,2.0,2.0,departamento,villa crespo,-34.6092806400469,-58.44488161324075,0,0,0
A,480.0,38.0,38.0,2.0,1.0,1.0,departamento,villa crespo,-34.59981260636823,-58.42369914597015,0,0,0
A,776.0,53.0,53.0,2.0,1.0,1.0,departamento,colegiales,-34.574243771749686,-58.46353480039346,0,0,0
A,386.0,30.0,30.0,1.0,1.0,1.0,departamento,caballito,-34.61825288172405,-58.44974958220418,0,0,0
A,700.0,46.0,46.0,2.0,1.0,1.0,departamento,belgrano,-34.53822628419843,-58.44298274928485,0,0,0
A,337.0,30.0,30.0,1.0,1.0,1.0,departamento,caballito,-34.61584779850464,-58.4461287801842,0,0,0
A,730.0,76.0,76.0,3.0,2.0,1.0,casa,flores,-34.61499706451928,-58.47223391118943,0,0,0
A,911.0,57.0,57.0,3.0,2.0,2.0,departamento,villa crespo,-34.59672103234895,-58.43878874733223,0,0,0
A,452.0,42.0,42.0,1.0,1.0,1.0,departamento,villa urquiza,-34.567131377212306,-58.49732683747308,0,0,0
A,833.0,58.0,58.0,3.0,2.0,2.0,departamento,boedo,-34.62197100041376,-58.40371064881939,0,0,0
A,337.0,33.0,33.0,1.0,1.0,1.0,departamento,villa urquiza,-34.55428879305003,-58.4866156408398,0,0,0
A,398.0,27.0,27.0,1.0,1.0,1.0,departamento,villa crespo,-34.58970638173444,-58.45998685084727,0,0,0
A,728.0,96.0,96.0,4.0,3.0,2.0,departamento,san telmo,-34.62025187776053,-58.39108093288149,0,0,0
A,564.0,53.0,53.0,2.0,1.0,1.0,departamento,colegiales,-34.57331022219284,-58.4409935554668,0,0,0
A,732.0,32.0,32.0,1.0,1.0,1.0,departamento,colegiales,-34.5743940230078,-58.46324010546136,0,0,0
A,552.0,29.0,29.0,1.0,1.0,1.0,departamento,palermo,-34.57205523960403,-58.41895859136688,0,0,0
A,405.0,49.0,49.0,2.0,1.0,1.0,departamento,san telmo,-34.607041677772465,-58.378789882124245,0,0,0
A,698.0,42.0,42.0,2.0,1.0,1.0,ph,villa crespo,-34.608107118489826,-58.41545581024194,0,0,0
A,473.0,32.0,32.0,1.0,1.0,1.0,departamento,villa urquiza,-34.59364162237173,-58.456719520023206,0,0,0
A,303.0,25.0,25.0,2.0,1.0,1.0,departamento,flores,-34.62682670308404,-58.451759408410815,0,0,0
A,873.0,72.0,72.0,4.0,3.0,2.0,departamento,caballito,-34.611333919267615,-58.449010326018936,0,0,0
A,646.0,35.0,35.0,2.0,1.0,1.0,departamento,recoleta,-34.606295575836654,-58.409462965974,0,0,0
A,310.0,20.0,20.0,1.0,1.0,1.0,departamento,villa crespo,-34.5989156184258,-58.43570725819263,0,0,0
A,472.0,37.0,37.0,2.0,1.0,1.0,departamento,boedo,-34.62309616626223,-58.42635245809819,0,0,0
A,258.0,23.0,23.0,1.0,1.0,1.0,departamento,flores,-34.63035552341295,-58.44651477808527,0,0,0
A,610.0,50.0,50.0,2.0,1.0,1.0,ph,almagro,-34.603375821562054,-58.433874486398246,0,0,0
A,665.0,49.0,49.0,3.0,2.0,1.0,departamento,flores,-34.634264486916145,-58.44787540567263,0,0,0
A,729.0,35.0,35.0,2.0,1.0,1.0,ph,villa urquiza,-34.593366130785306,-58.48754977091493,0,0,0
A,774.0,49.0,49.0,3.0,2.0,2.0,departamento,nunez,-34.52939628545054,-58.46224508323287,0,0,0
A,524.0,37.0,37.0,1.0,1.0,1.0,departamento,colegiales,-34.578660934891865,-58.44732740724879,0,0,0
A,299.0,28.0,28.0,1.0,1.0,1.0,departamento,belgrano,-34.56670012839209,-58.45630836861601,0,0,0
A,296.0,42.0,42.0,2.0,1.0,1.0,departamento,flores,-34.62057014886794,-58.43931005436346,1,0,0
A,611.0,44.0,44.0,2.0,1.0,1.0,departamento,flores,-34.621567756351176,-58.47161627090338,0,0,0
A,455.0,40.0,40.0,1.0,1.0,1.0,departamento,colegiales,-34.58677295423201,-58.47073971956724,0,0,0
A,661.0,52.0,52.0,3.0,2.0,1.0,ph,recoleta,-34.57509503821415,-58.389577289143375,0,1,0
A,958.0,117.0,117.0,5.0,1.0,3.0,ph,boedo,-34.655810838408904,-58.407808300465405,1,0,0
A,627.0,40.0,40.0,2.0,1.0,1.0,ph,nunez,-34.54631836947723,-58.46520904240419,0,0,0
A,968.0,79.0,79.0,4.0,3.0,2.0,ph,caballito,-34.601512006350376,-58.40759125263983,0,0,0
A,213.0,20.0,20.0,1.0,1.0,1.0,departamento,flores,-34.6465715966936,-58.4552873769034,0,0,0
A,702.0,50.0,50.0,2.0,1.0,1.0,departamento,almagro,-34.61444708627687,-58.39475432689447,0,0,0
A,693.0,62.0,62.0,3.0,1.0,1.0,departamento,villa crespo,-34.62113856447405,-58.43214973529565,1,0,0
A,640.0,35.0,35.0,2.0,1.0,1.0,ph,palermo,-34.60826744761576,-58.42617420924258,0,0,0
A,774.0,61.0,61.0,2.0,1.0,1.0,ph,villa urquiza,-34.58389066927241,-58.47747632846804,0,0,0
A,476.0,42.0,42.0,2.0,1.0,1.0,departamento,boedo,-34.638274403122594,-58.4098642839621,0,0,0
A,834.0,57.0,57.0,3.0,2.0,1.0,departamento,caballito,-34.59664704209171,-58.44870116065169,0,0,0
A,766.0,51.0,51.0,2.0,1.0,1.0,departamento,recoleta,-34.56459118431061,-58.39283903350345,0,0,0
A,584.0,31.0,31.0,1.0,1.0,1.0,departamento,nunez,-34.552428342008774,-58.486110383300485,1,0,0
A,426.0,42.0,42.0,2.0,1.0,1.0,departamento,villa crespo,-34.60685459447803,-58.43642088447326,0,0,0
A,486.0,33.0,33.0,2.0,1.0,1.0,departamento,recoleta,-34.56911394838416,-58.38951232254872,0,1,0
A,499.0,37.0,37.0,1.0,1.0,1.0,departamento,caballito,-34.59427040968479,-58.44327979765447,0,0,0
A,210.0,23.0,23.0,1.0,1.0,1.0,departamento,villa crespo,-34.61222018255914,-58.41923209414184,0,0,0
A,476.0,52.0,52.0,1.0,1.0,1.0,departamento,flores,-34.64055345302075,-58.45831911101145,0,0,0
A,706.0,35.0,35.0,2.0,1.0,1.0,departamento,boedo,-34.62624475987566,-58.418668540840684,0,0,0
A,758.0,50.0,50.0,2.0,1.0,1.0,departamento,almagro,-34.60387420688207,-58.410448188897824,0,0,0
A,418.0,26.0,26.0,1.0,1.0,1.0,departamento,nunez,-34.548776715690465,-58.45341271525522,0,0,0
A,663.0,49.0,49.0,2.0,1.0,1.0,ph,recoleta,-34.592582663721515,-58.42663006763416,0,0,0
A,726.0,74.0,74.0,3.0,2.0,2.0,departamento,san telmo,-34.61186212313273,-58.35735484108493,0,0,0
A,670.0,38.0,38.0,2.0,1.0,1.0,departamento,colegiales,-34.55338663920569,-58.463054189391336,0,0,0
A,522.0,40.0,40.0,1.0,1.0,1.0,departamento,san telmo,-34.62886041417492,-58.3492023225282,0,0,0
A,688.0,67.0,67.0,3.0,2.0,1.0,departamento,flores,-34.6116566880424,-58.483974136894446,0,1,0
A,784.0,68.0,68.0,4.0,3.0,2.0,departamento,villa crespo,-34.578193128604845,-58.433220028139765,0,0,0
A,680.0,45.0,45.0,3.0,2.0,2.0,departamento,villa urquiza,-34.557494483867984,-58.479854492080655,0,0,0
A,781.0,55.0,55.0,2.0,1.0,1.0,ph,boedo,-34.62083889624438,-58.43828384773615,0,0,0
A,543.0,27.0,27.0,2.0,1.0,1.0,departamento,nunez,-34.55005275299497,-58.464399790962666,0,0,0
A,755.0,58.0,58.0,3.0,2.0,1.0,departamento,almagro,-34.60471610401315,-58.44058978778834,0,0,0
A,581.0,48.0,48.0,2.0,1.0,1.0,departamento,caballito,-34.6129590534536,-58.44361101255894,0,0,0
A,513.0,38.0,38.0,2.0,1.0,1.0,departamento,villa urquiza,-34.58079813194278,-58.50044220126425,0,0,0
A,706.0,35.0,35.0,2.0,1.0,1.0,departamento,boedo,-34.62624475987566,-58.418668540840684,0,0,0
A,454.0,36.0,36.0,2.0,1.0,1.0,departamento,san telmo,-34.61576444988678,-58.36801815414143,0,0,0
A,797.0,40.0,40.0,2.0,1.0,1.0,departamento,villa crespo,-34.60613522215932,-58.43905082452341,0,0,0
A,436.0,24.0,24.0,1.0,1.0,1.0,departamento,villa urquiza,-34.56158360364695,-58.46253629689942,0,0,0
A,974.0,45.0,45.0,2.0,1.0,1.0,departamento,belgrano,-34.590491777260496,-58.450160776755496,0,0,0
A,887.0,47.0,47.0,2.0,1.0,1.0,ph,palermo,-34.57807582953821,-58.441407917535415,1,0,0
A,544.0,50.0,50.0,2.0,1.0,1.0,departamento,flores,-34.62010529969118,-58.46890266126108,0,0,0
A,965.0,60.0,60.0,3.0,2.0,1.0,casa,villa crespo,-34.59578775117207,-58.436848250041166,0,0,0
A,543.0,43.0,43.0,2.0,1.0,1.0,departamento,villa urquiza,-34.585986203257136,-58.4954901817662,0,0,0
A,440.0,38.0,38.0,1.0,1.0,1.0,departamento,villa crespo,-34.60886658179232,-58.44437501479216,0,0,0
A,540.0,36.0,36.0,1.0,1.0,1.0,departamento,nunez,-34.5615839226141,-58.46661023298755,0,0,0
A,342.0,23.0,23.0,1.0,1.0,1.0,departamento,almagro,-34.61525694377724,-58.411352673415855,0,1,0
A,846.0,53.0,53.0,2.0,1.0,1.0,ph,caballito,-34.61351187662938,-58.44655134255677,0,0,0
A,506.0,42.0,42.0,2.0,1.0,1.0,departamento,caballito,-34.636187427103195,-58.4422502964348,0,0,0
A,561.0,45.0,45.0,2.0,1.0,1.0,departamento,villa urquiza,-34.58284435233383,-58.47431930106464,1,0,0
A,634.0,38.0,38.0,2.0,1.0,1.0,departamento,san telmo,-34.64155761434909,-58.35575353151002,0,1,0
A,540.0,39.0,39.0,2.0,1.0,1.0,departamento,belgrano,-34.57011117940737,-58.44455089639273,0,0,0
A,882.0,64.0,64.0,3.0,2.0,1.0,departamento,almagro,-34.61246274059067,-58.43407787870839,0,0,0
A,859.0,71.0,71.0,3.0,2.0,2.0,departamento,caballito,-34.62519253673861,-58.43884655067671,0,0,0
A,280.0,23.0,23.0,2.0,1.0,1.0,departamento,san telmo,-34.618954925057416,-58.369685950364016,0,0,0
A,436.0,32.0,32.0,1.0,1.0,1.0,departamento,caballito,-34.62610980738277,-58.457293166335575,0,0,0
A,261.0,26.0,26.0,1.0,1.0,1.0,departamento,flores,-34.632463697160624,-58.465562969663246,1,0,0
A,646.0,43.0,43.0,3.0,2.0,1.0,departamento,caballito,-34.63215729972729,-58.45121358803802,0,0,0
A,990.0,78.0,78.0,4.0,1.0,2.0,departamento,boedo,-34.642210650726724,-58.41998429709772,1,0,0
A,412.0,31.0,31.0,2.0,1.0,1.0,departamento,caballito,-34.617302559234865,-58.43089376550154,0,0,0
A,704.0,45.0,45.0,2.0,1.0,1.0,departamento,san telmo,-34.608437058466144,-58.376022928982415,0,0,0
A,609.0,47.0,47.0,1.0,1.0,1.0,departamento,flores,-34.61717274320068,-58.46999846916493,0,0,0
A,482.0,27.0,27.0,1.0,1.0,1.0,departamento,recoleta,-34.586732395534426,-58.39463326002792,0,0,0
A,561.0,35.0,35.0,2.0,1.0,1.0,departamento,villa crespo,-34.587992418040685,-58.4409898951788,0,0,0
A,787.0,35.0,35.0,2.0,1.0,1.0,ph,palermo,-34.57056217149486,-58.45400231488668,0,0,0
A,599.0,46.0,46.0,2.0,1.0,1.0,departamento,villa urquiza,-34.57347434532071,-58.47191318047191,0,0,0
A,643.0,42.0,42.0,2.0,1.0,1.0,departamento,recoleta,-34.58095422228956,-58.40132686596101,0,0,0
A,592.0,38.0,38.0,1.0,1.0,1.0,departamento,villa urquiza,-34.57098015357216,-58.4758760044552,0,0,0
A,752.0,36.0,36.0,2.0,1.0,1.0,departamento,recoleta,-34.58524779487165,-58.37707446782559,0,0,0
A,414.0,37.0,37.0,1.0,1.0,1.0,departamento,boedo,-34.636419961301925,-58.44454214831515,0,0,0
A,288.0,20.0,20.0,1.0,1.0,1.0,departamento,boedo,-34.63828126512592,-58.42066656135384,1,0,0
A,333.0,22.0,22.0,1.0,1.0,1.0,departamento,belgrano,-34.537738960327985,-58.48273827734535,0,0,0
A,833.0,70.0,70.0,3.0,2.0,2.0,departamento,flores,-34.62437667783488,-58.460895505032624,0,0,0
A,663.0,49.0,49.0,2.0,1.0,1.0,ph,recoleta,-34.592582663721515,-58.42663006763416,0,0,0
A,392.0,31.0,31.0,2.0,1.0,1.0,departamento,villa crespo,-34.61019191567089,-58.430910629896886,0,0,0
A,388.0,39.0,39.0,2.0,1.0,1.0,departamento,san telmo,-34.623838246184874,-58.36482806798466,0,0,0
A,539.0,35.0,35.0,2.0,1.0,1.0,ph,villa crespo,-34.60119708941533,-58.45036146526356,0,0,0
A,781.0,54.0,54.0,2.0,1.0,1.0,departamento,nunez,-34.55168315136476,-58.46095507651594,1,0,0
A,499.0,37.0,37.0,1.0,1.0,1.0,departamento,caballito,-34.59427040968479,-58.44327979765447,0,0,0
A,378.0,30.0,30.0,2.0,1.0,1.0,departamento,boedo,-34.655710448256904,-58.4128141114598,0,0,0
A,321.0,28.0,28.0,1.0,1.0,1.0,departamento,san telmo,-34.62124519875256,-58.38251490627931,0,0,0
A,431.0,34.0,34.0,1.0,1.0,1.0,departamento,villa urquiza,-34.55826971764389,-58.486009770749504,0,0,0
A,506.0,43.0,43.0,2.0,1.0,1.0,ph,caballito,-34.624146558317285,-58.450362130789706,0,0,0
A,586.0,49.0,49.0,2.0,1.0,1.0,departamento,san telmo,-34.61066600516821,-58.38932524066692,0,0,0
A,950.0,52.0,52.0,1.0,1.0,1.0,departamento,colegiales,-34.572248049028246,-58.43321083024884,0,0,0
A,730.0,42.0,42.0,2.0,1.0,1.0,ph,colegiales,-34.58659433611376,-58.46671725803671,1,0,0
A,466.0,46.0,46.0,2.0,1.0,1.0,departamento,villa urquiza,-34.57625004660474,-58.475053777074045,0,1,0
A,748.0,32.0,32.0,1.0,1.0,1.0,departamento,recoleta,-34.58525488591127,-58.4070905800854,0,0,0
A,399.0,40.0,40.0,2.0,1.0,1.0,departamento,boedo,-34.61141313123653,-58.40459228870782,0,0,0
A,440.0,26.0,26.0,1.0,1.0,1.0,departamento,recoleta,-34.592781478843875,-58.40198762557716,0,0,0
A,593.0,55.0,55.0,2.0,1.0,1.0,departamento,colegiales,-34.59144831484083,-58.441796188585705,0,0,0
A,303.0,33.0,33.0,1.0,1.0,1.0,departamento,nunez,-34.55630116362969,-58.46937347627359,1,0,0
A,246.0,29.0,29.0,2.0,1.0,1.0,departamento,almagro,-34.59983933193475,-58.40818413042235,1,0,0
A,455.0,28.0,28.0,3.0,2.0,1.0,departamento,san telmo,-34.62225318990994,-58.37620599165946,0,0,0
A,757.0,34.0,34.0,1.0,1.0,1.0,departamento,recoleta,-34.60340084185974,-58.39735003036327,0,0,0
A,736.0,56.0,56.0,3.0,2.0,2.0,departamento,recoleta,-34.57932354472504,-58.393973840044325,0,0,0
A,472.0,37.0,37.0,2.0,1.0,1.0,departamento,boedo,-34.62309616626223,-58.42635245809819,0,0,0
A,670.0,63.0,63.0,2.0,1.0,1.0,departamento,boedo,-34.62915494201125,-58.40760206891141,0,0,0
A,863.0,60.0,60.0,3.0,2.0,1.0,casa,nunez,-34.54470909872982,-58.47539058842365,0,0,0
A,551.0,41.0,41.0,2.0,1.0,1.0,departamento,villa urquiza,-34.5832701032767,-58.47812288851164,0,1,0
A,974.0,58.0,58.0,2.0,1.0,1.0,ph,almagro,-34.61097827207722,-58.41582788219754,1,0,0
A,822.0,48.0,48.0,3.0,2.0,2.0,departamento,caballito,-34.61715199946301,-58.4375834173441,0,0,0
A,436.0,26.0,26.0,1.0,1.0,1.0,departamento,colegiales,-34.58070715186759,-58.47763744120188,1,0,0
A,397.0,38.0,38.0,1.0,1.0,1.0,departamento,flores,-34.62957110966151,-58.45046112260077,0,0,0
A,570.0,51.0,51.0,1.0,1.0,1.0,departamento,almagro,-34.61095641351727,-58.42460399128377,0,1,0
A,520.0,27.0,27.0,2.0,1.0,1.0,departamento,nunez,-34.55907229908192,-58.46144137250403,0,0,0
A,660.0,48.0,48.0,3.0,2.0,1.0,departamento,villa crespo,-34.605692581266915,-58.45545919557952,0,0,0
A,929.0,48.0,48.0,2.0,1.0,1.0,ph,belgrano,-34.58820852523287,-58.469818098834,0,0,0
A,737.0,52.0,52.0,2.0,1.0,1.0,departamento,flores,-34.626534646338904,-58.470917389329486,0,0,0
A,801.0,85.0,85.0,4.0,3.0,2.0,departamento,san telmo,-34.609780390263694,-58.35803030668309,0,0,0
A,309.0,20.0,20.0,2.0,1.0,1.0,departamento,boedo,-34.63408331810445,-58.41965245966742,0,0,0
A,591.0,32.0,32.0,1.0,1.0,1.0,departamento,recoleta,-34.58155105596616,-58.38729238517987,0,0,0
A,342.0,33.0,33.0,2.0,1.0,1.0,departamento,villa crespo,-34.58216682827303,-58.429750523225465,0,0,0
A,910.0,60.0,60.0,2.0,1.0,1.0,departamento,boedo,-34.628067152225945,-58.40597510013289,0,0,0
A,723.0,36.0,36.0,2.0,1.0,1.0,departamento,belgrano,-34.55698236870956,-58.44690142928565,0,0,0
A,743.0,39.0,39.0,2.0,1.0,1.0,departamento,palermo,-34.57206550807846,-58.42819455540487,0,0,0
A,313.0,28.0,28.0,1.0,1.0,1.0,departamento,san telmo,-34.61987771804274,-58.373952444418826,1,0,0
A,422.0,44.0,44.0,3.0,2.0,1.0,departamento,villa urquiza,-34.58833553123835,-58.4869661216056,0,0,0
A,644.0,35.0,35.0,2.0,1.0,1.0,ph,colegiales,-34.594075539314446,-58.47540283110348,0,0,0
A,737.0,45.0,45.0,2.0,1.0,1.0,departamento,recoleta,-34.58373323572992,-58.40349877871155,0,0,0
A,714.0,59.0,59.0,2.0,1.0,1.0,departamento,villa crespo,-34.60049146151379,-58.42102935192772,0,0,0
A,361.0,28.0,28.0,2.0,1.0,1.0,departamento,san telmo,-34.62340767158591,-58.36758987507351,0,1,0
A,415.0,35.0,35.0,2.0,1.0,1.0,departamento,flores,-34.63664605110149,-58.46865826377189,0,0,0
A,500.0,53.0,53.0,2.0,1.0,1.0,departamento,san telmo,-34.61121959038968,-58.37376368645233,0,0,0
A,335.0,26.0,26.0,1.0,1.0,1.0,departamento,villa urquiza,-34.57857553952965,-58.48337839091587,0,0,0
A,528.0,46.0,46.0,2.0,1.0,1.0,departamento,boedo,-34.598536398321066,-58.42165287981102,0,0,0
A,866.0,56.0,56.0,3.0,2.0,1.0,ph,boedo,-34.620921468607385,-58.40377194901531,0,0,0
A,524.0,41.0,41.0,3.0,2.0,1.0,departamento,boedo,-34.6106323327564,-58.423210528658565,0,0,0
A,916.0,43.0,43.0,1.0,1.0,1.0,departamento,palermo,-34.570466010395286,-58.4299489658186,0,0,0
A,540.0,33.0,33.0,2.0,1.0,1.0,departamento,villa urquiza,-34.58319084813135,-58.48427168095855,0,0,0
A,537.0,29.0,29.0,2.0,1.0,1.0,departamento,villa crespo,-34.603649895778865,-58.429449946694895,0,0,0
A,602.0,35.0,35.0,2.0,1.0,1.0,departamento,caballito,-34.614658267532185,-58.4370809646153,0,0,0
A,585.0,51.0,51.0,3.0,1.0,1.0,departamento,boedo,-34.621849002167735,-58.4069317230443,1,0,0
A,251.0,24.0,24.0,1.0,1.0,1.0,departamento,palermo,-34.584279988278915,-58.43363978085258,0,0,0
A,652.0,49.0,49.0,2.0,1.0,1.0,departamento,palermo,-34.58344258117606,-58.42865213845265,0,1,0
A,953.0,53.0,53.0,2.0,1.0,1.0,departamento,belgrano,-34.56096289122256,-58.46078099327805,0,0,0
A,627.0,33.0,33.0,2.0,1.0,1.0,departamento,flores,-34.64712695032021,-58.47271204923895,0,0,0
A,303.0,20.0,20.0,1.0,1.0,1.0,departamento,palermo,-34.595663747484906,-58.41338677454419,0,0,0
A,587.0,45.0,45.0,2.0,1.0,1.0,ph,nunez,-34.54844766616269,-58.465274812839816,0,0,0
A,218.0,24.0,24.0,1.0,1.0,1.0,departamento,boedo,-34.633889890195725,-58.40325470930862,0,0,0
A,781.0,49.0,49.0,3.0,2.0,2.0,departamento,caballito,-34.63843203209196,-58.40756600257004,0,0,0
A,742.0,100.0,100.0,4.0,3.0,2.0,departamento,flores,-34.622107952648506,-58.46004212326957,0,0,0
A,440.0,20.0,20.0,1.0,1.0,1.0,departamento,villa urquiza,-34.56263028722517,-58.51033723756221,0,0,0
A,821.0,67.0,67.0,3.0,2.0,1.0,departamento,flores,-34.6395292699359,-58.44961697783789,0,0,0
A,968.0,52.0,52.0,2.0,1.0,1.0,ph,san telmo,-34.60499633725768,-58.35830254506014,0,0,0
A,675.0,32.0,32.0,2.0,1.0,1.0,departamento,recoleta,-34.56918820299446,-58.40166581962004,0,0,0
A,560.0,36.0,36.0,1.0,1.0,1.0,departamento,villa crespo,-34.60341373150043,-58.44143723303341,0,0,0
A,743.0,48.0,48.0,2.0,1.0,1.0,departamento,colegiales,-34.575101193153735,-58.444936394522365,0,0,0
A,738.0,34.0,34.0,1.0,1.0,1.0,departamento,recoleta,-34.59302388470028,-58.3892363445415,0,0,0
A,692.0,46.0,46.0,2.0,1.0,1.0,departamento,villa urquiza,-34.56784213668538,-58.46791442873253,0,0,0
A,343.0,30.0,30.0,2.0,1.0,1.0,departamento,colegiales,-34.57725865055325,-58.44080133044851,0,0,0
A,708.0,55.0,55.0,3.0,2.0,2.0,departamento,san telmo,-34.63601336291663,-58.36091167576952,0,0,0
A,621.0,37.0,37.0,1.0,1.0,1.0,departamento,almagro,-34.63737094529849,-58.41981318070225,0,0,0
A,516.0,58.0,58.0,2.0,1.0,1.0,ph,boedo,-34.61815474227004,-58.40154784551124,0,0,0
A,389.0,28.0,28.0,1.0,1.0,1.0,departamento,belgrano,-34.55929526006963,-58.45831666744469,0,0,0
A,568.0,35.0,35.0,2.0,1.0,1.0,departamento,san telmo,-34.62731046798758,-58.35882578908036,1,0,0
A,665.0,44.0,44.0,3.0,2.0,2.0,departamento,caballito,-34.62850069128667,-58.42325350103906,0,0,0
A,898.0,46.0,46.0,3.0,2.0,1.0,departamento,palermo,-34.57881308876557,-58.43672776786171,0,0,0
A,386.0,33.0,33.0,1.0,1.0,1.0,departamento,san telmo,-34.64285303283154,-58.37917201219906,0,0,0
A,542.0,46.0,46.0,2.0,1.0,1.0,departamento,villa crespo,-34.59864946781147,-58.43398608149986,0,0,0
A,493.0,37.0,37.0,2.0,1.0,1.0,departamento,villa urquiza,-34.58390944550305,-58.47788669391413,0,0,0
A,741.0,44.0,44.0,2.0,1.0,1.0,departamento,villa urquiza,-34.574789884756576,-58.47398758774999,0,0,0
A,972.0,82.0,82.0,3.0,2.0,2.0,departamento,flores,-34.60634730574996,-58.47039015417805,0,0,0
A,537.0,43.0,43.0,2.0,1.0,1.0,ph,san telmo,-34.6319890604936,-58.36900468650148,0,0,0
A,963.0,56.0,56.0,2.0,1.0,1.0,ph,flores,-34.623472444814475,-58.44418378816224,0,0,0
A,575.0,43.0,43.0,2.0,1.0,1.0,departamento,flores,-34.61526492489786,-58.46920067480024,0,0,0
A,309.0,27.0,27.0,2.0,1.0,1.0,departamento,flores,-34.63466533751438,-58.46373761109381,0,0,0
A,454.0,38.0,38.0,1.0,1.0,1.0,departamento,caballito,-34.609771620134694,-58.44632866873968,0,1,0
A,982.0,55.0,55.0,2.0,1.0,1.0,departamento,palermo,-34.574238905117255,-58.429909824660406,0,0,0
A,660.0,63.0,63.0,2.0,1.0,1.0,ph,belgrano,-34.55599879717013,-58.45972229603307,0,0,0
